Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalPerformance
612,female,group C,some college,free/reduced,none,married,never,yes,4.0,private,5 - 10,44,51,54,low
613,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,> 10,62,70,71,low
614,female,group B,high school,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,63,72,68,low
615,female,group E,high school,standard,,divorced,sometimes,yes,4.0,private,5 - 10,61,68,65,low
616,male,,bachelor's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,86,86,83,medium
617,female,,bachelor's degree,free/reduced,none,married,regularly,yes,7.0,school_bus,< 5,43,60,64,low
618,male,group A,high school,standard,none,,regularly,yes,0.0,school_bus,5 - 10,89,87,78,medium
619,male,group C,,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,56,50,53,low
620,female,group E,some college,free/reduced,none,widowed,regularly,yes,,private,5 - 10,86,92,96,high
621,male,group D,some high school,standard,none,divorced,never,no,6.0,private,> 10,80,65,69,medium
622,female,group D,some college,standard,completed,married,sometimes,,2.0,school_bus,,68,76,83,medium
623,male,group E,some college,standard,completed,married,regularly,yes,,,< 5,72,57,62,low
624,female,group D,associate's degree,free/reduced,,married,regularly,yes,1.0,school_bus,5 - 10,49,57,66,low
625,female,group D,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,95,100,100,high
626,male,group B,some college,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,89,76,77,medium
627,male,group D,some high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,67,71,69,low
628,male,group E,master's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,72,60,67,low
629,female,group D,some college,standard,none,married,sometimes,yes,0.0,private,5 - 10,68,66,70,low
630,male,group E,master's degree,free/reduced,completed,married,sometimes,yes,2.0,private,< 5,84,73,77,medium
631,male,group C,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10,59,49,46,low
632,female,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,1.0,private,> 10,81,90,95,high
633,male,group D,some high school,standard,completed,,regularly,no,1.0,school_bus,5 - 10,80,82,87,medium
634,female,,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,83,74,78,medium
635,female,group C,bachelor's degree,free/reduced,none,single,regularly,no,,,5 - 10,77,85,91,medium
636,female,group C,some high school,free/reduced,completed,married,regularly,no,3.0,,< 5,55,69,69,low
637,male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,83,86,86,medium
638,female,group B,high school,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,72,79,75,medium
639,female,group C,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,56,66,63,low
640,female,group E,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,77,79,75,medium
641,female,group A,associate's degree,standard,none,single,sometimes,no,6.0,,5 - 10,87,96,91,high
642,female,group C,some college,free/reduced,none,single,regularly,no,2.0,school_bus,< 5,50,64,66,low
643,female,group A,bachelor's degree,standard,,married,sometimes,yes,4.0,school_bus,> 10,91,97,97,high
644,male,group C,some high school,free/reduced,completed,married,never,yes,1.0,private,5 - 10,60,64,61,low
645,female,group B,some college,standard,completed,divorced,sometimes,yes,2.0,school_bus,< 5,69,91,84,medium
646,male,group D,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,80,80,74,medium
648,male,group D,some high school,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,67,64,66,low
649,male,group D,some college,standard,none,married,regularly,yes,3.0,private,< 5,74,73,76,medium
650,female,group E,high school,standard,none,married,never,yes,3.0,,5 - 10,74,79,75,medium
651,female,group B,some high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,43,37,45,low
652,female,group E,associate's degree,standard,,divorced,regularly,,0.0,school_bus,> 10,84,78,78,medium
653,female,group C,high school,standard,none,single,regularly,no,2.0,private,> 10,60,71,66,low
655,male,,some college,standard,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,58,56,58,low
656,female,group C,associate's degree,standard,completed,,regularly,yes,4.0,,< 5,86,92,92,high
657,female,group D,some college,standard,none,married,sometimes,yes,2.0,school_bus,< 5,45,53,53,low
658,male,group C,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,70,70,62,low
659,female,group D,master's degree,free/reduced,,single,regularly,yes,1.0,private,< 5,57,69,67,low
660,male,group B,some college,standard,none,single,regularly,no,4.0,,< 5,67,70,69,low
661,female,group D,high school,free/reduced,none,married,never,yes,1.0,private,< 5,59,75,70,low
662,female,group B,high school,free/reduced,none,divorced,never,yes,1.0,private,> 10,72,77,83,medium
663,male,group D,high school,standard,none,single,sometimes,yes,3.0,school_bus,< 5,79,65,67,medium
664,male,,some high school,standard,completed,single,regularly,yes,7.0,school_bus,,66,55,56,low
665,female,group B,some college,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,54,74,76,low
666,female,group C,high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,68,65,69,low
667,male,group D,some high school,free/reduced,none,divorced,sometimes,no,3.0,private,> 10,61,52,49,low
668,female,group A,high school,standard,none,single,sometimes,yes,4.0,,5 - 10,65,69,67,low
669,male,,master's degree,free/reduced,completed,married,sometimes,yes,2.0,private,> 10,80,79,79,medium
670,male,group E,associate's degree,standard,completed,single,regularly,no,,school_bus,> 10,90,84,82,medium
671,male,group B,associate's degree,free/reduced,none,married,sometimes,no,6.0,private,,53,40,44,low
672,male,group D,master's degree,free/reduced,completed,divorced,sometimes,yes,1.0,school_bus,5 - 10,96,90,98,high
673,male,group D,some high school,standard,none,married,never,,0.0,private,5 - 10,63,54,51,low
674,male,group D,high school,standard,completed,single,sometimes,no,,private,5 - 10,70,81,82,medium
675,male,group B,high school,free/reduced,completed,married,never,yes,2.0,private,5 - 10,35,43,33,low
676,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,61,60,57,low
677,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,87,89,88,high
678,female,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,51,65,65,low
679,female,group D,some high school,standard,none,married,regularly,no,3.0,school_bus,> 10,82,80,84,medium
680,male,group D,associate's degree,standard,none,married,,no,2.0,private,< 5,74,67,66,low
681,male,group C,some college,standard,none,single,sometimes,no,1.0,private,5 - 10,55,35,42,low
682,male,group E,some college,free/reduced,none,married,regularly,yes,4.0,private,< 5,82,82,74,medium
683,male,group D,associate's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,59,54,56,low
684,female,group C,some college,standard,none,married,regularly,yes,3.0,,5 - 10,62,69,71,low
685,male,group E,some high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,63,58,57,low
686,male,group C,associate's degree,standard,none,married,regularly,yes,0.0,private,< 5,77,73,75,medium
687,male,group A,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,< 5,64,65,63,low
688,female,group C,high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,42,49,53,low
689,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,4.0,school_bus,5 - 10,75,77,69,medium
690,female,,some high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,46,55,61,low
691,male,group B,high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,62,43,58,low
692,male,group D,some high school,standard,completed,married,,no,2.0,school_bus,5 - 10,86,92,94,high
693,female,group D,associate's degree,standard,none,single,regularly,no,2.0,school_bus,> 10,88,86,92,high
694,male,group E,associate's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,90,78,78,medium
695,female,group C,some high school,free/reduced,none,married,sometimes,no,1.0,,> 10,73,87,79,medium
696,female,group B,master's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,80,88,95,high
697,female,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,50,54,57,low
698,female,group C,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,48,53,51,low
699,male,group C,some high school,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,73,79,73,medium
700,male,group E,high school,standard,none,married,sometimes,yes,1.0,,5 - 10,57,51,47,low
701,male,group C,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,79,76,72,medium
702,female,group D,some high school,standard,none,divorced,sometimes,yes,,,< 5,63,63,63,low
703,female,group C,master's degree,standard,none,married,regularly,yes,0.0,school_bus,< 5,63,73,69,low
705,female,group C,some high school,standard,none,married,never,yes,2.0,,5 - 10,55,67,67,low
706,male,group C,high school,free/reduced,completed,divorced,sometimes,yes,1.0,private,5 - 10,55,48,51,low
707,female,group D,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,87,98,100,high
708,female,group B,some college,standard,none,single,regularly,yes,1.0,private,5 - 10,47,54,53,low
710,female,,some college,free/reduced,,single,never,yes,2.0,school_bus,> 10,50,65,66,low
711,male,group E,associate's degree,standard,none,divorced,regularly,yes,3.0,,> 10,100,88,88,high
712,male,group C,master's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,85,83,83,medium
713,female,group C,some high school,standard,completed,,sometimes,no,4.0,private,> 10,94,96,100,high
714,male,group A,associate's degree,standard,completed,married,never,yes,4.0,,< 5,64,67,68,low
715,male,group D,associate's degree,free/reduced,none,single,regularly,yes,0.0,school_bus,5 - 10,61,47,50,low
716,female,group E,some college,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,55,62,57,low
717,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,4.0,,> 10,48,72,71,low
718,male,group E,high school,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,97,94,91,high
719,female,group B,some high school,standard,none,,sometimes,,2.0,private,< 5,58,76,72,low
720,male,group D,bachelor's degree,standard,none,,sometimes,yes,2.0,private,> 10,78,73,74,medium
721,female,group A,some high school,free/reduced,completed,married,sometimes,no,4.0,private,< 5,62,70,72,low
722,male,group D,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,92,93,91,high
723,male,group C,high school,free/reduced,completed,married,never,yes,2.0,school_bus,5 - 10,46,52,46,low
724,female,group C,high school,standard,none,married,regularly,yes,3.0,,5 - 10,61,75,75,medium
725,male,group A,some high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,63,61,59,low
726,male,group D,some high school,free/reduced,completed,single,sometimes,yes,1.0,school_bus,5 - 10,68,68,65,low
727,female,group B,some high school,standard,none,divorced,regularly,yes,6.0,school_bus,> 10,81,87,78,medium
728,female,group C,,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,65,78,75,medium
729,female,group C,some college,standard,,married,never,yes,1.0,private,5 - 10,65,73,69,low
730,female,group E,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,< 5,81,75,75,medium
731,male,group D,,standard,completed,single,sometimes,yes,3.0,school_bus,> 10,90,75,75,medium
732,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1.0,private,< 5,61,68,72,low
733,male,group A,some college,standard,completed,divorced,regularly,yes,0.0,private,> 10,83,81,80,medium
734,male,group B,associate's degree,standard,none,single,sometimes,yes,,school_bus,5 - 10,55,56,53,low
736,female,group C,some high school,standard,none,divorced,never,yes,1.0,private,< 5,53,62,59,low
737,female,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,43,54,53,low
738,male,group A,associate's degree,standard,completed,single,never,yes,3.0,school_bus,5 - 10,94,98,92,high
739,female,group B,high school,standard,none,married,never,no,3.0,private,5 - 10,83,85,79,medium
740,male,group D,some high school,standard,none,married,regularly,yes,,school_bus,5 - 10,58,47,51,low
742,female,group C,master's degree,standard,completed,single,regularly,yes,0.0,private,< 5,83,93,98,high
744,male,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,88,79,81,medium
745,female,group C,high school,standard,completed,married,regularly,yes,4.0,,< 5,52,69,70,low
746,male,group B,associate's degree,free/reduced,,divorced,regularly,yes,2.0,school_bus,< 5,56,49,50,low
748,male,group E,master's degree,free/reduced,none,married,sometimes,no,2.0,private,< 5,76,74,68,medium
749,female,group D,some college,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,57,64,70,low
751,male,group E,associate's degree,standard,none,,never,no,4.0,school_bus,5 - 10,97,95,85,high
752,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,no,2.0,school_bus,5 - 10,54,74,69,low
753,female,group E,some high school,standard,none,divorced,regularly,no,3.0,private,5 - 10,81,97,91,high
754,female,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,57,63,59,low
755,female,group A,some high school,free/reduced,none,widowed,sometimes,no,3.0,private,5 - 10,51,60,50,low
756,female,group C,some college,standard,none,married,regularly,,2.0,school_bus,5 - 10,85,87,91,high
757,male,group C,associate's degree,standard,completed,married,sometimes,no,1.0,private,< 5,77,76,80,medium
758,male,group D,some high school,free/reduced,,single,regularly,yes,1.0,school_bus,5 - 10,72,59,57,low
759,male,group D,bachelor's degree,free/reduced,none,single,never,yes,1.0,private,5 - 10,83,78,77,medium
760,female,group B,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,61,64,56,low
761,female,group A,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,60,61,59,low
762,female,group E,some college,standard,none,married,regularly,,3.0,private,< 5,49,47,51,low
763,male,group B,high school,standard,none,single,never,yes,0.0,school_bus,5 - 10,65,67,62,low
764,male,group B,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,58,47,50,low
765,male,group C,high school,standard,none,married,regularly,yes,0.0,private,< 5,61,62,56,low
766,female,group B,some high school,free/reduced,none,married,sometimes,yes,,private,5 - 10,47,68,61,low
767,male,group E,associate's degree,standard,completed,,sometimes,no,3.0,private,5 - 10,83,85,84,medium
768,female,group E,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,83,78,76,medium
769,female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,33,43,45,low
770,female,group C,bachelor's degree,standard,none,single,sometimes,yes,3.0,private,< 5,43,54,52,low
771,male,group D,high school,standard,none,,sometimes,yes,1.0,school_bus,5 - 10,68,67,66,low
772,female,group D,some high school,standard,none,married,regularly,yes,4.0,private,5 - 10,65,71,75,medium
773,male,group E,some college,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10,73,75,70,medium
774,male,group A,,standard,none,married,never,yes,4.0,,5 - 10,55,47,43,low
775,male,group D,bachelor's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,88,77,71,medium
776,male,group D,some college,free/reduced,none,,never,yes,3.0,school_bus,5 - 10,49,60,60,low
777,female,group E,some high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,> 10,50,63,59,low
778,male,group E,high school,free/reduced,none,married,regularly,yes,0.0,,5 - 10,61,62,57,low
779,female,group D,high school,standard,none,single,sometimes,yes,1.0,private,< 5,63,54,59,low
780,male,group C,high school,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,51,53,56,low
781,male,group E,some college,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,68,65,61,low
782,male,group D,some college,standard,none,married,never,yes,0.0,school_bus,> 10,70,60,55,low
783,female,group E,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,72,71,74,medium
784,female,,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,57,74,76,low
785,female,,master's degree,free/reduced,none,married,sometimes,no,2.0,private,> 10,72,85,86,medium
786,female,group C,some college,standard,none,married,sometimes,yes,4.0,school_bus,> 10,46,60,58,low
787,male,group D,associate's degree,standard,none,married,,yes,3.0,school_bus,5 - 10,75,69,69,medium
788,female,group B,bachelor's degree,free/reduced,none,single,regularly,no,5.0,school_bus,> 10,79,83,81,medium
789,female,group B,bachelor's degree,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,73,87,95,medium
790,male,group A,high school,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,52,57,52,low
791,female,group C,high school,standard,completed,single,never,no,1.0,school_bus,5 - 10,46,70,64,low
792,female,group D,master's degree,standard,,divorced,never,no,,private,5 - 10,54,79,78,medium
793,male,group C,high school,standard,none,married,never,no,2.0,private,< 5,47,46,42,low
794,male,group C,associate's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,51,49,47,low
795,female,group D,high school,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,52,75,68,low
796,male,group C,some college,standard,none,married,sometimes,no,2.0,,< 5,62,62,57,low
797,male,group D,some college,standard,none,single,sometimes,no,3.0,,5 - 10,77,67,62,low
798,female,group D,high school,standard,none,married,sometimes,no,2.0,,5 - 10,64,71,72,low
799,female,group C,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,76,92,94,high
800,female,group C,some college,standard,none,married,sometimes,yes,2.0,,5 - 10,67,78,72,medium
801,male,group C,master's degree,standard,,single,regularly,yes,2.0,private,5 - 10,79,67,67,medium
802,female,group B,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,school_bus,5 - 10,77,90,99,high
803,female,group B,,standard,none,married,sometimes,yes,2.0,,< 5,48,39,47,low
804,female,group B,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,78,80,82,medium
805,male,group B,associate's degree,standard,completed,married,regularly,no,1.0,private,5 - 10,70,72,71,medium
806,female,group B,some high school,standard,none,married,never,no,6.0,private,5 - 10,72,76,73,medium
807,male,group D,bachelor's degree,free/reduced,completed,widowed,never,no,1.0,school_bus,,73,80,76,medium
809,female,group E,high school,standard,none,single,regularly,no,1.0,private,> 10,83,95,86,high
810,male,group E,high school,standard,none,married,regularly,,3.0,private,5 - 10,85,83,66,medium
811,male,group B,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,68,62,60,low
812,male,group B,some high school,standard,completed,married,sometimes,yes,,,5 - 10,88,87,87,high
813,male,group A,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,49,52,42,low
815,female,group B,some high school,standard,none,single,regularly,yes,1.0,private,5 - 10,54,63,66,low
816,male,group E,some college,free/reduced,none,married,sometimes,yes,1.0,private,< 5,70,71,67,low
817,male,,high school,standard,none,married,,yes,3.0,school_bus,5 - 10,78,67,65,medium
818,male,,some college,standard,none,divorced,regularly,no,,,< 5,73,65,66,low
819,female,group D,some high school,standard,none,married,regularly,yes,0.0,private,> 10,74,78,78,medium
820,female,group C,high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,71,81,76,medium
821,male,group D,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,74,70,66,medium
823,female,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,62,83,79,medium
824,female,group D,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,85,89,98,high
825,female,group C,some college,standard,,married,sometimes,yes,6.0,school_bus,5 - 10,61,66,71,low
826,male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,73,74,67,medium
827,male,group D,,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,68,71,66,low
830,female,group D,master's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5,73,77,79,medium
831,male,group C,some high school,standard,completed,married,sometimes,yes,2.0,private,< 5,54,56,54,low
833,male,group A,associate's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,65,58,58,low
835,female,group B,high school,standard,none,divorced,sometimes,no,3.0,private,5 - 10,62,65,64,low
837,female,group D,some high school,standard,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,89,100,100,high
838,male,group A,,standard,completed,married,never,yes,2.0,school_bus,> 10,59,59,56,low
839,female,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,< 5,49,57,57,low
840,male,group D,master's degree,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,80,81,88,medium
841,male,group A,some high school,standard,completed,single,regularly,yes,2.0,school_bus,< 5,71,72,76,medium
842,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,1.0,,5 - 10,54,66,68,low
843,male,group E,some high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,> 10,93,97,92,high
844,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,private,< 5,52,61,63,low
846,female,,associate's degree,free/reduced,,married,sometimes,yes,2.0,private,,82,84,86,medium
847,male,group B,high school,free/reduced,none,divorced,regularly,yes,,school_bus,5 - 10,84,77,70,medium
848,female,group C,,free/reduced,none,married,never,yes,1.0,private,5 - 10,37,48,39,low
849,female,group C,some college,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,53,53,57,low
850,male,group D,some high school,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,79,75,73,medium
851,male,group C,some high school,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,18,33,31,low
852,male,,some high school,standard,completed,married,sometimes,no,2.0,school_bus,> 10,72,68,74,medium
853,female,group B,high school,standard,completed,single,sometimes,yes,2.0,,5 - 10,62,76,69,low
854,female,group B,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,67,77,78,medium
855,male,group B,associate's degree,standard,,divorced,sometimes,no,1.0,private,5 - 10,68,73,72,medium
856,male,group D,some high school,free/reduced,none,married,regularly,,1.0,school_bus,< 5,83,68,77,medium
858,male,group B,some college,standard,none,divorced,sometimes,yes,0.0,private,> 10,88,88,79,medium
859,female,group D,some high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,43,63,62,low
860,female,group C,associate's degree,standard,none,married,never,no,4.0,private,< 5,83,89,86,high
861,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,> 10,47,50,51,low
862,male,group D,some college,free/reduced,,single,regularly,yes,3.0,private,5 - 10,63,62,59,low
863,male,group C,some college,standard,none,married,regularly,no,,private,5 - 10,94,85,80,high
864,female,group E,high school,standard,completed,single,sometimes,yes,0.0,,> 10,87,84,81,medium
865,male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,< 5,69,59,60,low
866,male,,master's degree,standard,none,divorced,regularly,yes,4.0,school_bus,5 - 10,75,65,65,low
867,male,group D,associate's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,< 5,83,68,76,medium
868,male,group D,high school,standard,none,single,sometimes,yes,4.0,school_bus,> 10,76,59,58,low
869,female,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,18,30,35,low
870,female,group B,high school,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,83,79,79,medium
871,male,group B,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,67,56,49,low
874,female,group D,some high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,> 10,94,100,100,high
875,female,group D,bachelor's degree,standard,completed,married,regularly,no,3.0,private,< 5,67,83,85,medium
876,male,group B,associate's degree,free/reduced,completed,married,never,no,3.0,school_bus,5 - 10,62,62,56,low
877,male,group D,master's degree,free/reduced,completed,divorced,regularly,no,2.0,school_bus,5 - 10,62,69,70,low
878,female,group C,some high school,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,81,75,77,medium
879,male,group B,associate's degree,standard,completed,single,sometimes,no,5.0,school_bus,5 - 10,84,85,88,high
880,male,group E,some college,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,75,61,62,low
881,female,group B,high school,free/reduced,completed,single,sometimes,yes,3.0,school_bus,5 - 10,39,53,48,low
882,male,,associate's degree,standard,none,married,sometimes,yes,1.0,,> 10,64,61,56,low
883,female,group A,some college,standard,none,married,sometimes,yes,,school_bus,5 - 10,46,60,58,low
884,female,group D,some high school,free/reduced,completed,married,regularly,no,3.0,school_bus,5 - 10,54,69,69,low
885,female,group E,bachelor's degree,free/reduced,none,,sometimes,yes,0.0,school_bus,< 5,43,42,43,low
886,male,group B,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,81,78,84,medium
887,male,group D,high school,free/reduced,none,single,sometimes,yes,6.0,private,> 10,48,39,35,low
888,male,group C,high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,59,55,52,low
889,male,group E,bachelor's degree,standard,none,married,never,yes,4.0,private,< 5,72,59,61,low
890,male,group D,some college,standard,completed,widowed,sometimes,yes,0.0,school_bus,< 5,97,92,92,high
891,male,group C,some high school,standard,none,divorced,sometimes,yes,5.0,school_bus,5 - 10,73,68,60,low
892,female,group E,some college,free/reduced,none,married,,no,,school_bus,> 10,70,85,78,medium
893,female,group C,associate's degree,standard,none,single,sometimes,no,3.0,private,< 5,60,69,72,low
894,female,group A,,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,64,77,76,medium
896,male,group E,associate's degree,standard,none,single,sometimes,no,3.0,school_bus,< 5,71,66,56,low
897,male,group B,some high school,standard,none,divorced,sometimes,no,5.0,,5 - 10,57,49,43,low
898,female,group B,some college,standard,none,married,sometimes,yes,2.0,,5 - 10,60,66,60,low
899,male,group C,associate's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,77,78,76,medium
900,male,group B,,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,69,58,60,low
901,male,group C,some college,standard,none,married,regularly,yes,3.0,school_bus,> 10,83,82,81,medium
902,female,group C,associate's degree,standard,completed,divorced,sometimes,yes,4.0,private,< 5,95,98,98,high
903,female,group C,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,> 10,92,94,94,high
904,male,group D,high school,free/reduced,none,,sometimes,yes,1.0,private,> 10,43,39,36,low
905,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,69,70,61,low
906,female,group D,,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,79,85,84,medium
907,male,group E,some college,standard,none,married,sometimes,yes,1.0,private,> 10,80,69,67,medium
908,female,group D,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,50,50,56,low
909,male,group B,some college,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,57,61,66,low
910,female,group B,,standard,none,single,,no,1.0,,5 - 10,89,93,92,high
911,male,group D,associate's degree,standard,none,married,never,no,1.0,private,> 10,85,80,78,medium
912,female,group C,high school,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,53,65,61,low
913,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,2.0,school_bus,,75,80,76,medium
915,female,group E,some college,free/reduced,none,married,never,yes,,private,5 - 10,59,57,59,low
917,male,group E,bachelor's degree,standard,completed,married,regularly,no,1.0,private,< 5,85,78,84,medium
918,female,group C,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,79,96,97,high
919,male,group C,some high school,free/reduced,completed,married,regularly,no,3.0,private,< 5,60,73,61,low
920,female,group B,some college,standard,none,married,never,yes,0.0,,5 - 10,76,82,82,medium
921,male,group D,master's degree,standard,none,married,regularly,no,3.0,school_bus,> 10,77,74,71,medium
922,female,group C,some college,free/reduced,none,single,regularly,no,4.0,private,< 5,49,59,59,low
923,female,group A,associate's degree,standard,completed,,regularly,yes,5.0,private,5 - 10,65,68,74,low
924,male,group D,some high school,standard,none,married,regularly,,3.0,private,5 - 10,82,81,85,medium
925,male,group D,master's degree,standard,completed,single,sometimes,no,1.0,private,< 5,72,88,89,medium
926,female,group D,some high school,standard,completed,married,sometimes,no,4.0,school_bus,< 5,74,83,86,medium
927,male,group C,high school,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,46,43,37,low
928,female,group B,some high school,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,81,90,89,high
